method,split,seed,episode,stress_level,success,edge_f1,birth_f1,death_f1,graph_edit,component_accuracy,jam_f1,safety_violation_rate,chain_contact_rate,pocket_contact_rate,fixture_contact_rate,wall_contact_rate,final_progress,final_y_error,energy,trajectory_samples
ablate_no_topology_planner,combined_stress,7,1000,,0,0.78194,0.93750,0.19444,0.13021,0.10417,0.00000,0.00000,0.93750,0.89583,0.00000,0.00000,0.81514,0.05675,10.25746,"0:b(0.039,-0.035):p0.00:e[none];10:b(0.358,-0.096):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.358,-0.095):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.358,-0.094):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.358,-0.094):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.358,-0.094):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket]"
ablate_no_uncertainty_penalty,combined_stress,7,1000,,0,0.21319,0.21528,0.85764,0.22656,0.18750,0.00000,0.00000,0.25000,0.18750,0.00000,0.00000,0.78345,0.04983,14.96315,"0:b(0.039,-0.035):p0.00:e[none];10:b(0.367,-0.088):p0.84:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.355,-0.087):p0.81:e[none];30:b(0.351,-0.087):p0.80:e[none];40:b(0.347,-0.087):p0.79:e[none];47:b(0.345,-0.087):p0.78:e[none]"
ablate_no_graph_memory,combined_stress,7,1000,,0,0.33056,0.37847,0.68403,0.20833,0.10417,0.00000,0.00000,0.37500,0.33333,0.00000,0.00000,0.78875,0.04763,62.64322,"0:b(0.039,-0.035):p0.00:e[none];10:b(0.358,-0.089):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,-0.083):p0.81:e[block_a_block_b,block_b_pocket];30:b(0.353,-0.084):p0.80:e[none];40:b(0.349,-0.085):p0.79:e[none];47:b(0.347,-0.085):p0.79:e[none]"
ablate_no_transition_bonus,combined_stress,7,1000,,0,0.54444,0.62500,0.45833,0.16667,0.12500,0.00000,0.00000,0.62500,0.58333,0.00000,0.00000,0.79859,0.04968,42.41144,"0:b(0.039,-0.035):p0.00:e[none];10:b(0.358,-0.096):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,-0.093):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,-0.086):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.354,-0.087):p0.81:e[none];47:b(0.351,-0.087):p0.80:e[none]"
ablate_no_fixture_guard,combined_stress,7,1000,,0,0.19167,0.18056,0.84028,0.25000,0.16667,0.00000,0.00000,0.20833,0.14583,0.02083,0.00000,0.76842,0.01192,87.68602,"0:b(0.039,-0.035):p0.00:e[none];10:b(0.358,-0.037):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.351,-0.041):p0.80:e[none];30:b(0.346,-0.045):p0.79:e[none];40:b(0.342,-0.048):p0.77:e[none];47:b(0.339,-0.050):p0.77:e[none]"
ablate_no_tail_risk_objective,combined_stress,7,1000,,0,0.14861,0.12500,0.89583,0.24479,0.14583,0.00000,0.00000,0.14583,0.10417,0.02083,0.00000,0.74302,0.02144,89.71466,"0:b(0.039,-0.035):p0.00:e[none];10:b(0.356,-0.091):p0.81:e[none];20:b(0.347,-0.080):p0.79:e[none];30:b(0.339,-0.071):p0.77:e[none];40:b(0.333,-0.064):p0.75:e[none];47:b(0.329,-0.059):p0.74:e[none]"
topology_world_model_v4,combined_stress,7,1000,,1,0.73733,0.80000,0.26667,0.15000,0.28000,0.00000,0.00000,0.88000,0.80000,0.00000,0.00000,0.83320,0.04939,10.60048,"0:b(0.039,-0.035):p0.00:e[none];10:b(0.358,-0.097):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,-0.092):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
learned_only_topology_replacement,combined_stress,7,1000,,0,0.79514,0.95139,0.11806,0.12500,0.08333,0.00000,0.00000,0.93750,0.89583,0.00000,0.00000,0.81514,0.06594,9.40034,"0:b(0.039,-0.035):p0.00:e[none];10:b(0.358,-0.104):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.358,-0.104):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.358,-0.104):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.358,-0.104):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.358,-0.104):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket]"
topology_full_v5,combined_stress,7,1001,,0,0.80208,0.43750,0.97917,0.07552,0.43750,1.00000,0.00000,0.02083,0.00000,0.02083,0.02083,0.70326,0.19326,12.55585,"0:b(0.017,-0.038):p0.00:e[none];10:b(0.302,-0.407):p0.69:e[pusher_block_a];20:b(0.309,-0.317):p0.71:e[pusher_block_a];30:b(0.307,-0.252):p0.70:e[pusher_block_a];40:b(0.307,-0.255):p0.70:e[pusher_block_a];47:b(0.307,-0.257):p0.70:e[pusher_block_a]"
ablate_no_birth_death,combined_stress,7,1001,,0,0.80208,0.47917,0.93750,0.07552,0.43750,1.00000,0.00000,0.04167,0.00000,0.02083,0.02083,0.70073,0.18798,12.56754,"0:b(0.017,-0.038):p0.00:e[none];10:b(0.301,-0.405):p0.69:e[pusher_block_a];20:b(0.308,-0.324):p0.71:e[pusher_block_a];30:b(0.306,-0.251):p0.70:e[pusher_block_a,block_a_block_b];40:b(0.306,-0.252):p0.70:e[pusher_block_a];47:b(0.306,-0.252):p0.70:e[pusher_block_a]"
ablate_no_component_head,combined_stress,7,1001,,0,0.95486,0.89583,0.97917,0.01823,0.89583,1.00000,0.00000,0.00000,0.00000,0.02083,0.02083,0.68287,0.25557,12.55028,"0:b(0.017,-0.038):p0.00:e[none];10:b(0.304,-0.409):p0.69:e[pusher_block_a,block_b_wall];20:b(0.302,-0.378):p0.69:e[pusher_block_a];30:b(0.301,-0.353):p0.69:e[pusher_block_a];40:b(0.300,-0.332):p0.68:e[pusher_block_a];47:b(0.299,-0.320):p0.68:e[pusher_block_a]"
ablate_no_jam_slip,combined_stress,7,1001,,0,0.82986,0.52083,0.97917,0.06510,0.52083,1.00000,0.00000,0.02083,0.00000,0.02083,0.02083,0.69802,0.20908,12.47940,"0:b(0.017,-0.038):p0.00:e[none];10:b(0.300,-0.404):p0.69:e[pusher_block_a];20:b(0.307,-0.332):p0.70:e[pusher_block_a];30:b(0.305,-0.259):p0.70:e[pusher_block_a];40:b(0.305,-0.264):p0.70:e[pusher_block_a];47:b(0.305,-0.273):p0.70:e[pusher_block_a]"
ablate_no_topology_planner,combined_stress,7,1001,,0,0.80903,0.50000,0.93750,0.07292,0.45833,1.00000,0.00000,0.08333,0.00000,0.02083,0.02083,0.70500,0.20491,12.21612,"0:b(0.017,-0.038):p0.00:e[none];10:b(0.302,-0.407):p0.69:e[pusher_block_a];20:b(0.309,-0.316):p0.71:e[pusher_block_a];30:b(0.308,-0.269):p0.71:e[pusher_block_a,block_a_block_b];40:b(0.308,-0.269):p0.71:e[pusher_block_a];47:b(0.308,-0.269):p0.70:e[pusher_block_a]"
ablate_no_uncertainty_penalty,combined_stress,7,1001,,0,0.83681,0.54167,0.99306,0.06250,0.54167,1.00000,0.00000,0.02083,0.00000,0.02083,0.02083,0.69689,0.19251,12.48969,"0:b(0.017,-0.038):p0.00:e[none];10:b(0.300,-0.404):p0.68:e[pusher_block_a];20:b(0.307,-0.335):p0.70:e[pusher_block_a];30:b(0.305,-0.265):p0.70:e[pusher_block_a];40:b(0.305,-0.254):p0.70:e[pusher_block_a];47:b(0.305,-0.257):p0.70:e[pusher_block_a]"
ablate_no_graph_memory,combined_stress,7,1001,,0,0.82986,0.54167,0.95833,0.06510,0.52083,1.00000,0.00000,0.02083,0.00000,0.02083,0.02083,0.69979,0.19555,12.53141,"0:b(0.017,-0.038):p0.00:e[none];10:b(0.300,-0.405):p0.69:e[pusher_block_a];20:b(0.308,-0.327):p0.70:e[pusher_block_a];30:b(0.306,-0.252):p0.70:e[pusher_block_a,block_a_block_b];40:b(0.306,-0.257):p0.70:e[pusher_block_a];47:b(0.306,-0.260):p0.70:e[pusher_block_a]"
ablate_no_transition_bonus,combined_stress,7,1001,,0,0.81597,0.47917,0.97917,0.07031,0.47917,1.00000,0.00000,0.02083,0.00000,0.02083,0.02083,0.70018,0.20698,12.47257,"0:b(0.017,-0.038):p0.00:e[none];10:b(0.301,-0.405):p0.69:e[pusher_block_a];20:b(0.308,-0.326):p0.71:e[pusher_block_a];30:b(0.306,-0.249):p0.70:e[pusher_block_a,block_a_block_b];40:b(0.306,-0.263):p0.70:e[pusher_block_a];47:b(0.306,-0.271):p0.70:e[pusher_block_a]"
ablate_no_fixture_guard,combined_stress,7,1001,,0,0.81250,0.77083,0.68056,0.07292,0.47917,1.00000,0.77083,0.00000,0.00000,0.52083,0.02083,0.68712,0.18918,32.34727,"0:b(0.017,-0.038):p0.00:e[none];10:b(0.296,-0.400):p0.68:e[pusher_block_a,block_a_fixture];20:b(0.304,-0.359):p0.70:e[pusher_block_a,block_a_fixture];30:b(0.303,-0.314):p0.69:e[pusher_block_a,block_a_fixture];40:b(0.302,-0.276):p0.69:e[pusher_block_a,block_a_fixture];47:b(0.301,-0.253):p0.69:e[pusher_block_a]"
ablate_no_tail_risk_objective,combined_stress,7,1001,,0,0.80556,0.77083,0.70833,0.07552,0.45833,1.00000,0.72917,0.00000,0.00000,0.54167,0.02083,0.69032,0.13107,31.94211,"0:b(0.017,-0.038):p0.00:e[none];10:b(0.299,-0.403):p0.68:e[pusher_block_a];20:b(0.306,-0.342):p0.70:e[pusher_block_a,block_a_fixture];30:b(0.305,-0.279):p0.70:e[pusher_block_a];40:b(0.303,-0.226):p0.69:e[pusher_block_a];47:b(0.302,-0.195):p0.69:e[pusher_block_a,block_a_fixture]"
topology_world_model_v4,combined_stress,7,1001,,0,0.81250,0.77083,0.68056,0.07292,0.47917,1.00000,0.77083,0.00000,0.00000,0.52083,0.02083,0.68712,0.18918,32.34727,"0:b(0.017,-0.038):p0.00:e[none];10:b(0.296,-0.400):p0.68:e[pusher_block_a,block_a_fixture];20:b(0.304,-0.359):p0.70:e[pusher_block_a,block_a_fixture];30:b(0.303,-0.314):p0.69:e[pusher_block_a,block_a_fixture];40:b(0.302,-0.276):p0.69:e[pusher_block_a,block_a_fixture];47:b(0.301,-0.253):p0.69:e[pusher_block_a]"
learned_only_topology_replacement,combined_stress,7,1001,,0,0.80903,0.47222,0.97917,0.07292,0.45833,1.00000,0.00000,0.02083,0.00000,0.02083,0.02083,0.70133,0.20421,12.47752,"0:b(0.017,-0.038):p0.00:e[none];10:b(0.301,-0.406):p0.69:e[pusher_block_a];20:b(0.309,-0.323):p0.71:e[pusher_block_a];30:b(0.307,-0.252):p0.70:e[pusher_block_a];40:b(0.307,-0.262):p0.70:e[pusher_block_a];47:b(0.307,-0.268):p0.70:e[pusher_block_a]"
topology_full_v5,combined_stress,7,1002,,0,0.73958,0.93750,0.31944,0.09896,0.25000,1.00000,0.81250,0.00000,0.00000,0.75000,0.00000,0.00000,0.00853,18.60010,"0:b(0.034,-0.056):p0.00:e[none];10:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];20:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];30:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];40:b(0.034,-0.056):p0.00:e[pusher_block_a];47:b(0.034,-0.056):p0.00:e[pusher_block_a]"
ablate_no_birth_death,combined_stress,7,1002,,0,0.66319,0.95139,0.17639,0.12240,0.06250,1.00000,0.81250,0.00000,0.00000,0.91667,0.00000,0.96544,0.30624,22.92662,"0:b(0.034,-0.056):p0.00:e[none];10:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];20:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];30:b(0.051,-0.070):p0.04:e[pusher_block_a,block_a_fixture];40:b(0.280,-0.258):p0.62:e[pusher_block_a,block_a_fixture];47:b(0.416,-0.370):p0.97:e[pusher_block_a,block_a_fixture]"
ablate_no_component_head,combined_stress,7,1002,,0,0.67708,0.95833,0.11111,0.12240,0.06250,1.00000,0.81250,0.00000,0.00000,0.93750,0.00000,0.00000,0.00853,19.15245,"0:b(0.034,-0.056):p0.00:e[none];10:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];20:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];30:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];40:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];47:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture]"
ablate_no_jam_slip,combined_stress,7,1002,,0,0.96875,0.95833,0.98611,0.01302,0.93750,1.00000,0.00000,0.00000,0.00000,0.02083,0.00000,0.00000,0.00853,16.58979,"0:b(0.034,-0.056):p0.00:e[none];10:b(0.034,-0.056):p0.00:e[pusher_block_a];20:b(0.034,-0.056):p0.00:e[pusher_block_a];30:b(0.034,-0.056):p0.00:e[pusher_block_a];40:b(0.034,-0.056):p0.00:e[pusher_block_a];47:b(0.034,-0.056):p0.00:e[pusher_block_a]"
ablate_no_topology_planner,combined_stress,7,1002,,0,0.97569,0.93750,1.00000,0.01042,0.95833,1.00000,0.00000,0.00000,0.00000,0.02083,0.00000,0.00000,0.00853,16.57362,"0:b(0.034,-0.056):p0.00:e[none];10:b(0.034,-0.056):p0.00:e[pusher_block_a];20:b(0.034,-0.056):p0.00:e[pusher_block_a];30:b(0.034,-0.056):p0.00:e[pusher_block_a];40:b(0.034,-0.056):p0.00:e[pusher_block_a];47:b(0.034,-0.056):p0.00:e[pusher_block_a]"
ablate_no_uncertainty_penalty,combined_stress,7,1002,,0,0.67708,0.93750,0.11806,0.12240,0.06250,1.00000,0.81250,0.00000,0.00000,0.93750,0.00000,0.00000,0.00853,19.17691,"0:b(0.034,-0.056):p0.00:e[none];10:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];20:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];30:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];40:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];47:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture]"
ablate_no_graph_memory,combined_stress,7,1002,,0,0.67708,0.95833,0.11111,0.12240,0.06250,1.00000,0.81250,0.00000,0.00000,0.93750,0.00000,0.00000,0.00853,19.17613,"0:b(0.034,-0.056):p0.00:e[none];10:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];20:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];30:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];40:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];47:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture]"
ablate_no_transition_bonus,combined_stress,7,1002,,0,0.92014,0.93056,0.89583,0.02865,0.83333,1.00000,0.79167,0.00000,0.00000,0.14583,0.00000,1.05051,0.30327,16.93105,"0:b(0.034,-0.056):p0.00:e[none];10:b(0.071,-0.087):p0.09:e[pusher_block_a,block_a_fixture];20:b(0.267,-0.258):p0.59:e[pusher_block_a];30:b(0.429,-0.399):p1.00:e[pusher_block_a];40:b(0.450,-0.383):p1.05:e[pusher_block_a];47:b(0.450,-0.368):p1.05:e[pusher_block_a]"
ablate_no_fixture_guard,combined_stress,7,1002,,0,0.67361,0.93750,0.11806,0.12500,0.08333,1.00000,0.81250,0.00000,0.00000,0.93750,0.00000,0.00000,0.00853,19.14785,"0:b(0.034,-0.056):p0.00:e[none];10:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];20:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];30:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];40:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];47:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture]"
ablate_no_tail_risk_objective,combined_stress,7,1002,,0,0.87847,0.88889,0.76389,0.04948,0.72917,1.00000,0.81250,0.00000,0.00000,0.25000,0.00000,0.00000,0.00853,16.80078,"0:b(0.034,-0.056):p0.00:e[none];10:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];20:b(0.034,-0.056):p0.00:e[pusher_block_a];30:b(0.034,-0.056):p0.00:e[pusher_block_a];40:b(0.034,-0.056):p0.00:e[pusher_block_a];47:b(0.034,-0.056):p0.00:e[pusher_block_a]"
topology_world_model_v4,combined_stress,7,1002,,0,0.67361,0.93750,0.11806,0.12500,0.08333,1.00000,0.81250,0.00000,0.00000,0.93750,0.00000,0.00000,0.00853,19.14785,"0:b(0.034,-0.056):p0.00:e[none];10:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];20:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];30:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];40:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];47:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture]"
learned_only_topology_replacement,combined_stress,7,1002,,0,0.67708,0.95833,0.15278,0.12240,0.06250,1.00000,0.81250,0.00000,0.00000,0.93750,0.00000,0.00000,0.00853,19.16238,"0:b(0.034,-0.056):p0.00:e[none];10:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];20:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];30:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];40:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture];47:b(0.034,-0.056):p0.00:e[pusher_block_a,block_a_fixture]"
topology_full_v5,combined_stress,7,1003,,0,0.67708,0.07639,0.97917,0.12240,0.06250,1.00000,0.70833,0.00000,0.00000,0.47917,0.00000,0.00000,0.01592,23.19033,"0:b(0.026,-0.084):p0.00:e[none];10:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];20:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];30:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];40:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];47:b(0.026,-0.084):p0.00:e[pusher_block_a]"
ablate_no_birth_death,combined_stress,7,1003,,0,0.67361,0.08333,0.95139,0.12500,0.06250,0.00000,0.70833,0.00000,0.00000,0.47917,0.00000,0.00000,0.01592,23.30767,"0:b(0.026,-0.084):p0.00:e[none];10:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];20:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];30:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];40:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];47:b(0.026,-0.084):p0.00:e[pusher_block_a]"
ablate_no_component_head,combined_stress,7,1003,,0,0.66319,0.13542,0.90278,0.12760,0.14583,1.00000,0.70833,0.00000,0.00000,0.52083,0.00000,0.11521,0.04219,22.49680,"0:b(0.026,-0.084):p0.00:e[none];10:b(0.026,-0.084):p0.00:e[pusher_block_a];20:b(0.026,-0.084):p0.00:e[pusher_block_a];30:b(0.026,-0.084):p0.00:e[pusher_block_a];40:b(0.026,-0.084):p0.00:e[pusher_block_a];47:b(0.073,-0.110):p0.12:e[pusher_block_a]"
ablate_no_jam_slip,combined_stress,7,1003,,0,0.67708,0.08333,0.97222,0.12240,0.06250,1.00000,0.70833,0.00000,0.00000,0.47917,0.00000,0.00000,0.01592,23.20350,"0:b(0.026,-0.084):p0.00:e[none];10:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];20:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];30:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];40:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];47:b(0.026,-0.084):p0.00:e[pusher_block_a]"
ablate_no_topology_planner,combined_stress,7,1003,,0,0.67708,0.07639,0.97222,0.12500,0.12500,1.00000,0.66667,0.00000,0.00000,0.47917,0.00000,0.00000,0.01592,22.71914,"0:b(0.026,-0.084):p0.00:e[none];10:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];20:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];30:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];40:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];47:b(0.026,-0.084):p0.00:e[pusher_block_a]"
ablate_no_uncertainty_penalty,combined_stress,7,1003,,0,0.68403,0.12500,0.95139,0.11979,0.08333,1.00000,0.70833,0.00000,0.00000,0.47917,0.00000,0.00000,0.01592,23.06990,"0:b(0.026,-0.084):p0.00:e[none];10:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];20:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];30:b(0.026,-0.084):p0.00:e[pusher_block_a];40:b(0.026,-0.084):p0.00:e[pusher_block_a];47:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture]"
ablate_no_graph_memory,combined_stress,7,1003,,0,0.66667,0.10417,0.93056,0.13021,0.12500,1.00000,0.70833,0.00000,0.00000,0.50000,0.00000,0.00000,0.01592,23.37983,"0:b(0.026,-0.084):p0.00:e[none];10:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];20:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];30:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];40:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];47:b(0.026,-0.084):p0.00:e[pusher_block_a]"
ablate_no_transition_bonus,combined_stress,7,1003,,0,0.67708,0.06250,0.97917,0.12240,0.06250,1.00000,0.70833,0.00000,0.00000,0.47917,0.00000,0.00000,0.01592,23.23706,"0:b(0.026,-0.084):p0.00:e[none];10:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];20:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];30:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];40:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];47:b(0.026,-0.084):p0.00:e[pusher_block_a]"
ablate_no_fixture_guard,combined_stress,7,1003,,0,0.66319,0.11806,0.93056,0.12500,0.08333,1.00000,0.70833,0.00000,0.00000,0.50000,0.00000,0.00000,0.01592,22.93369,"0:b(0.026,-0.084):p0.00:e[none];10:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];20:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];30:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];40:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];47:b(0.026,-0.084):p0.00:e[block_a_fixture]"
ablate_no_tail_risk_objective,combined_stress,7,1003,,0,0.67708,0.09028,0.97917,0.12240,0.06250,1.00000,0.70833,0.00000,0.00000,0.47917,0.00000,0.00000,0.01592,23.18968,"0:b(0.026,-0.084):p0.00:e[none];10:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];20:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];30:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];40:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];47:b(0.026,-0.084):p0.00:e[pusher_block_a]"
topology_world_model_v4,combined_stress,7,1003,,0,0.66319,0.11806,0.93056,0.12500,0.08333,1.00000,0.70833,0.00000,0.00000,0.50000,0.00000,0.00000,0.01592,22.93369,"0:b(0.026,-0.084):p0.00:e[none];10:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];20:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];30:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];40:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];47:b(0.026,-0.084):p0.00:e[block_a_fixture]"
learned_only_topology_replacement,combined_stress,7,1003,,0,0.66319,0.12500,0.92014,0.12760,0.06250,1.00000,0.70833,0.00000,0.00000,0.52083,0.00000,0.00000,0.01592,23.19208,"0:b(0.026,-0.084):p0.00:e[none];10:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];20:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture];30:b(0.026,-0.084):p0.00:e[pusher_block_a];40:b(0.026,-0.084):p0.00:e[pusher_block_a];47:b(0.026,-0.084):p0.00:e[pusher_block_a,block_a_fixture]"
topology_full_v5,combined_extreme_stress,0,1000,,0,0.14028,0.18750,0.83681,0.21875,0.04167,0.00000,0.00000,0.18750,0.14583,0.02083,0.00000,0.49996,0.12775,17.08838,"0:b(0.019,-0.061):p0.00:e[none];10:b(0.362,-0.079):p0.83:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.318,-0.111):p0.73:e[none];30:b(0.278,-0.159):p0.63:e[none];40:b(0.244,-0.199):p0.55:e[none];47:b(0.224,-0.223):p0.50:e[none]"
ablate_no_birth_death,combined_extreme_stress,0,1000,,1,0.56333,0.70000,0.32500,0.23125,0.20000,0.00000,0.00000,0.80000,0.75000,0.05000,0.00000,0.82501,0.00511,9.59209,"0:b(0.019,-0.061):p0.00:e[none];10:b(0.358,-0.090):p0.83:e[pusher_block_a,block_a_block_b,block_b_pocket]"
ablate_no_component_head,combined_extreme_stress,0,1000,,0,0.19236,0.20833,0.79444,0.23958,0.10417,0.00000,0.00000,0.25000,0.16667,0.06250,0.00000,0.63688,0.01188,15.66109,"0:b(0.019,-0.061):p0.00:e[none];10:b(0.357,-0.090):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.314,-0.071):p0.72:e[none];30:b(0.267,-0.083):p0.60:e[none];40:b(0.276,-0.083):p0.62:e[none];47:b(0.281,-0.084):p0.64:e[none]"
ablate_no_jam_slip,combined_extreme_stress,0,1000,,0,0.15139,0.18056,0.83333,0.24479,0.10417,0.00000,0.00000,0.20833,0.16667,0.02083,0.00000,0.67890,0.00839,86.03567,"0:b(0.019,-0.061):p0.00:e[none];10:b(0.359,-0.080):p0.83:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.343,-0.084):p0.79:e[none];30:b(0.324,-0.086):p0.74:e[none];40:b(0.308,-0.087):p0.70:e[none];47:b(0.298,-0.087):p0.68:e[none]"
ablate_no_topology_planner,combined_extreme_stress,0,1000,,1,0.57833,0.85000,0.30000,0.21250,0.20000,0.00000,0.00000,0.80000,0.75000,0.05000,0.00000,0.82501,0.00619,9.64296,"0:b(0.019,-0.061):p0.00:e[none];10:b(0.358,-0.089):p0.83:e[pusher_block_a,block_a_block_b,block_b_pocket]"
ablate_no_uncertainty_penalty,combined_extreme_stress,0,1000,,0,0.15764,0.18056,0.82639,0.23958,0.08333,0.00000,0.00000,0.16667,0.14583,0.02083,0.00000,0.67822,0.05867,16.29985,"0:b(0.019,-0.061):p0.00:e[none];10:b(0.362,-0.077):p0.83:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.340,-0.063):p0.78:e[none];30:b(0.322,-0.052):p0.74:e[none];40:b(0.307,-0.042):p0.70:e[none];47:b(0.298,-0.037):p0.68:e[none]"
